IND,YEAR,EMP,WAGE,CAP,INDOUTPT,N,W,K,YS,REC,YEARM1,ID,NL1,NL2,WL1,KL1,KL2,YSL1,YSL2
4,1976,1.4,28.5597,0.1816,116.4000015,0.3364722,3.3519967,-1.7059488,4.7570324,148,1983,22, , , , , , , 
4,1977,1.4529999,25.0014992,0.1834,115.6999969,0.3736303,3.2189357,-1.6960857,4.7510004,149,1976,22,0.3364722, ,3.3519967,-1.7059488, ,4.7570324, 
4,1978,1.525,23.4358006,0.1812,112.8000031,0.4219944,3.1542647,-1.7081538,4.7256165,150,1977,22,0.3736303,0.3364722,3.2189357,-1.6960857,-1.7059488,4.7510004,4.7570324
4,1979,1.559,23.1201992,0.1997,108.9000015,0.4440446,3.1407068,-1.610939,4.6904302,151,1978,22,0.4219944,0.3736303,3.1542647,-1.7081538,-1.6960857,4.7256165,4.7510004
4,1980,1.548,23.2600002,0.1858,100,0.4369638,3.1467352,-1.6830845,4.6051702,152,1979,22,0.4440446,0.4219944,3.1407068,-1.610939,-1.7081538,4.6904302,4.7256165
4,1981,1.339,20.0583,0.1511,89.1999969,0.291923,2.9986429,-1.8898134,4.490881,153,1980,22,0.4369638,0.4440446,3.1467352,-1.6830845,-1.610939,4.6051702,4.6904302
4,1982,1.031,21.1448994,0.132,90.5,0.0305292,3.0513988,-2.0249534,4.5053496,154,1981,22,0.291923,0.4369638,2.9986429,-1.8898134,-1.6830845,4.490881,4.6051702
4,1976,10.5550003,32.507,1.3305,116.4000015,2.3565998,3.4814556,0.2855548,4.7570324,155,1982,23, , , , , , , 
4,1977,10.0950003,28.9027004,1.3557,115.6999969,2.3120403,3.363935,0.304318,4.7510004,156,1976,23,2.3565998, ,3.4814556,0.2855548, ,4.7570324, 
4,1978,8.8999996,26.8582993,1.5965,112.8000031,2.1860511,3.2905748,0.4678138,4.7256165,157,1977,23,2.3120403,2.3565998,3.363935,0.304318,0.2855548,4.7510004,4.7570324
4,1979,8.5389996,27.1606998,1.2885,108.9000015,2.1446438,3.3017712,0.2534787,4.6904302,158,1978,23,2.1860511,2.3120403,3.2905748,0.4678138,0.304318,4.7256165,4.7510004
4,1980,6.448,28.3155003,1.1389,100,1.86377,3.3434093,0.1300629,4.6051702,159,1979,23,2.1446438,2.1860511,3.3017712,0.2534787,0.4678138,4.6904302,4.7256165
4,1981,5.4050002,26.8969002,0.8784,89.1999969,1.6873245,3.292011,-0.1296532,4.490881,160,1980,23,1.86377,2.1446438,3.3434093,0.1300629,0.2534787,4.6051702,4.6904302
4,1982,4.7090001,29.2119007,0.7637,90.5,1.5494756,3.3745761,-0.2695802,4.5053496,161,1981,23,1.6873245,1.86377,3.292011,-0.1296532,0.1300629,4.490881,4.6051702
4,1976,1.674,27.5897999,0.3863,116.4000015,0.515216,3.3174462,-0.951141,4.7570324,162,1982,24, , , , , , , 
4,1977,1.78,24.6385994,0.4104,115.6999969,0.5766134,3.2043142,-0.890623,4.7510004,163,1976,24,0.515216, ,3.3174462,-0.951141, ,4.7570324, 
4,1978,1.817,23.6385994,0.4936,112.8000031,0.5971868,3.1628809,-0.7060298,4.7256165,164,1977,24,0.5766134,0.515216,3.2043142,-0.890623,-0.951141,4.7510004,4.7570324
4,1979,1.795,23.5118008,0.4908,108.9000015,0.585005,3.1575024,-0.7117186,4.6904302,165,1978,24,0.5971868,0.5766134,3.1628809,-0.7060298,-0.890623,4.7256165,4.7510004
4,1980,1.715,23.6963005,0.4465,100,0.5394131,3.165319,-0.8063159,4.6051702,166,1979,24,0.585005,0.5971868,3.1575024,-0.7117186,-0.7060298,4.6904302,4.7256165
4,1981,1.295,22.0785999,0.3412,89.1999969,0.2585106,3.0946088,-1.0752865,4.490881,167,1980,24,0.5394131,0.585005,3.165319,-0.8063159,-0.7117186,4.6051702,4.6904302
4,1982,1.2079999,28.1138992,0.3157,90.5,0.1889661,3.3362641,-1.1529629,4.5053496,168,1981,24,0.2585106,0.5394131,3.0946088,-1.0752865,-0.8063159,4.490881,4.6051702
4,1976,0.772,34.4998016,0.0616,116.4000015,-0.2587707,3.5409536,-2.7870934,4.7570324,169,1982,25, , , , , , , 
4,1977,0.788,30.2070999,0.0636,115.6999969,-0.2382572,3.408077,-2.7551417,4.7510004,170,1976,25,-0.2587707, ,3.5409536,-2.7870934, ,4.7570324, 
4,1978,0.82,29.8638,0.0704,112.8000031,-0.198451,3.396647,-2.6535621,4.7256165,171,1977,25,-0.2382572,-0.2587707,3.408077,-2.7551417,-2.7870934,4.7510004,4.7570324
4,1979,0.821,28.6674995,0.0958,108.9000015,-0.1972322,3.3557642,-2.3454926,4.6904302,172,1978,25,-0.198451,-0.2382572,3.396647,-2.6535621,-2.7551417,4.7256165,4.7510004
4,1980,0.828,27.4258995,0.0843,100,-0.1887421,3.3114879,-2.4733734,4.6051702,173,1979,25,-0.1972322,-0.198451,3.3557642,-2.3454926,-2.6535621,4.6904302,4.7256165
4,1981,0.811,23.2423992,0.068,89.1999969,-0.2094872,3.1459782,-2.6882474,4.490881,174,1980,25,-0.1887421,-0.1972322,3.3114879,-2.4733734,-2.3454926,4.6051702,4.6904302
4,1982,0.742,27.2418003,0.057,90.5,-0.2984061,3.3047526,-2.8647039,4.5053496,175,1981,25,-0.2094872,-0.1887421,3.1459782,-2.6882474,-2.4733734,4.490881,4.6051702
4,1976,3.086,29.1520004,0.5028,116.4000015,1.1268758,3.3725235,-0.6875628,4.7570324,176,1982,26, , , , , , , 
4,1977,3.3010001,26.4332008,0.5462,115.6999969,1.1942254,3.2746208,-0.6047701,4.7510004,177,1976,26,1.1268758, ,3.3725235,-0.6875628, ,4.7570324, 
4,1978,3.3789999,26.1042995,0.604,112.8000031,1.2175798,3.2621,-0.5041811,4.7256165,178,1977,26,1.1942254,1.1268758,3.2746208,-0.6047701,-0.6875628,4.7510004,4.7570324
4,1979,3.319,24.9251995,0.5589,108.9000015,1.1996635,3.2158792,-0.5817847,4.6904302,179,1978,26,1.2175798,1.1942254,3.2621,-0.5041811,-0.6047701,4.7256165,4.7510004
4,1980,3.1340001,25.3076992,0.5895,100,1.1423101,3.2311087,-0.5284805,4.6051702,180,1979,26,1.1996635,1.2175798,3.2158792,-0.5817847,-0.5041811,4.6904302,4.7256165
4,1981,2.71,26.4594994,0.4755,89.1999969,0.9969487,3.2756152,-0.7433884,4.490881,181,1980,26,1.1423101,1.1996635,3.2311087,-0.5284805,-0.5817847,4.6051702,4.6904302
4,1982,2.5050001,27.2863007,0.5437,90.5,0.9182888,3.3063848,-0.6093577,4.5053496,182,1981,26,0.9969487,1.1423101,3.2756152,-0.7433884,-0.5284805,4.490881,4.6051702
4,1978,6.5749998,25.9762001,1.7454,112.8000031,1.8832746,3.2571807,0.5569837,4.7256165,183,1982,27, , , , , , , 
4,1979,6.3769999,25.7280006,1.8971,108.9000015,1.8526977,3.2475798,0.6403264,4.6904302,184,1978,27,1.8832746, ,3.2571807,0.5569837, ,4.7256165, 
4,1980,5.7519999,26.0471001,1.6784,100,1.7495476,3.2599065,0.517841,4.6051702,185,1979,27,1.8526977,1.8832746,3.2475798,0.6403264,0.5569837,4.6904302,4.7256165
4,1981,4.8699999,25.9297009,1.5908999,89.1999969,1.5830939,3.255389,0.4642999,4.490881,186,1980,27,1.7495476,1.8526977,3.2599065,0.517841,0.6403264,4.6051702,4.6904302
4,1982,4.4050002,27.8164005,1.4754,90.5,1.4827403,3.3256259,0.3889291,4.5053496,187,1981,27,1.5830939,1.7495476,3.255389,0.4642999,0.517841,4.490881,4.6051702
4,1983,7.3340001,19.2866001,1.439,86.9000015,1.992521,2.9594107,0.3639484,4.4647579,188,1982,27,1.4827403,1.5830939,3.3256259,0.3889291,0.4642999,4.5053496,4.490881
4,1984,7.145,32.0387993,1.4052,87.4000015,1.9664128,3.4669476,0.3401797,4.4704952,189,1983,27,1.992521,1.4827403,2.9594107,0.3639484,0.3889291,4.4647579,4.5053496
5,1977,0.619,13.2328997,0.0336,93.9499969,-0.47965,2.5827062,-3.3932292,4.5427628,190,1984,28, , , , , , , 
5,1978,0.726,13.6601,0.0395,98.1999969,-0.3202052,2.6144791,-3.2314546,4.5870061,191,1977,28,-0.47965, ,2.5827062,-3.3932292, ,4.5427628, 
5,1979,0.773,14.4507999,0.0437,102.5667038,-0.2574762,2.6707497,-3.1304071,4.6305132,192,1978,28,-0.3202052,-0.47965,2.6144791,-3.2314546,-3.3932292,4.5870061,4.5427628
5,1980,0.709,14.4125004,0.0574,102.0167007,-0.3438998,2.6680958,-2.8577111,4.6251364,193,1979,28,-0.2574762,-0.3202052,2.6707497,-3.1304071,-3.2314546,4.6305132,4.5870061
5,1981,0.651,15.0915003,0.0543,99.4916992,-0.4292456,2.7141316,-2.9132311,4.6000743,194,1980,28,-0.3438998,-0.2574762,2.6680958,-2.8577111,-3.1304071,4.6251364,4.6305132
5,1982,0.521,16.3743992,0.0442,94.2583008,-0.6520052,2.7957191,-3.1190305,4.5460391,195,1981,28,-0.4292456,-0.3438998,2.7141316,-2.9132311,-2.8577111,4.6000743,4.6251364
5,1983,0.497,17.1371994,0.0396,99.0582962,-0.6991652,2.8412516,-3.2289262,4.5957084,196,1982,28,-0.6520052,-0.4292456,2.7957191,-3.1190305,-2.9132311,4.5460391,4.6000743
5,1977,1.11,28.0151997,0.1242,95.6999969,0.10436,3.3327472,-2.0858622,4.5612183,197,1983,29, , , , , , , 
5,1978,1.1390001,28.0713997,0.1394,100.1999969,0.1301507,3.3347514,-1.9704077,4.6071682,198,1977,29,0.10436, ,3.3327472,-2.0858622, ,4.5612183, 
5,1979,1.196,28.7446003,0.1649,102.4000015,0.1789826,3.3584499,-1.802416,4.6288867,199,1978,29,0.1301507,0.10436,3.3347514,-1.9704077,-2.0858622,4.6071682,4.5612183
5,1980,1.2359999,29.1317005,0.1593,101.0999985,0.2118803,3.3718269,-1.836966,4.6161103,200,1979,29,0.1789826,0.1301507,3.3584499,-1.802416,-1.9704077,4.6288867,4.6071682
5,1981,1.054,29.6306992,0.1407,96.9499969,0.0525925,3.3888109,-1.9611254,4.5741954,201,1980,29,0.2118803,0.1789826,3.3718269,-1.836966,-1.802416,4.6161103,4.6288867
5,1982,0.939,30.7194004,0.1376,96.0500031,-0.0629398,3.4248943,-1.9834043,4.5648689,202,1981,29,0.0525925,0.2118803,3.3888109,-1.9611254,-1.836966,4.5741954,4.6161103
5,1983,0.911,33.2514,0.1401,103.3499985,-0.0932124,3.504097,-1.9653988,4.6381211,203,1982,29,-0.0629398,0.0525925,3.4248943,-1.9834043,-1.9611254,4.5648689,4.5741954
4,1976,1.1289999,31.7723007,0.1638,116.4000015,0.1213322,3.4585948,-1.8091091,4.7570324,204,1983,30, , , , , , , 
4,1977,1.181,26.8607998,0.1738,115.6999969,0.1663615,3.290668,-1.74985,4.7510004,205,1976,30,0.1213322, ,3.4585948,-1.8091091, ,4.7570324, 
4,1978,1.176,26.1009007,0.2073,112.8000031,0.1621189,3.2619698,-1.5735883,4.7256165,206,1977,30,0.1663615,0.1213322,3.290668,-1.74985,-1.8091091,4.7510004,4.7570324
4,1979,1.189,27.5408001,0.2105,108.9000015,0.1731126,3.3156686,-1.5582696,4.6904302,207,1978,30,0.1621189,0.1663615,3.2619698,-1.5735883,-1.74985,4.7256165,4.7510004
4,1980,1.149,27.2341995,0.2121,100,0.138892,3.3044734,-1.5506974,4.6051702,208,1979,30,0.1731126,0.1621189,3.3156686,-1.5582696,-1.5735883,4.6904302,4.7256165
4,1981,0.957,24.6643009,0.1859,89.1999969,-0.0439519,3.2053568,-1.6825464,4.490881,209,1980,30,0.138892,0.1731126,3.3044734,-1.5506974,-1.5582696,4.6051702,4.6904302
4,1982,0.891,24.8080997,0.1848,90.5,-0.1154109,3.2111702,-1.6884811,4.5053496,210,1981,30,-0.0439519,0.138892,3.2053568,-1.6825464,-1.5506974,4.490881,4.6051702
3,1976,1.791,23.3024006,0.1785,104.7664032,0.5827741,3.1485565,-1.7231667,4.6517329,211,1982,31, , , , , , , 
3,1977,1.8049999,20.9295998,0.2442,107.4791031,0.5905606,3.0411644,-1.4097677,4.6772966,212,1976,31,0.5827741, ,3.1485565,-1.7231667, ,4.6517329, 
3,1978,2.063,21.8553009,0.3335,108.9188004,0.7241612,3.0844436,-1.0981125,4.6906028,213,1977,31,0.5905606,0.5827741,3.0411644,-1.4097677,-1.7231667,4.6772966,4.6517329
3,1979,1.984,23.4757004,0.3181,111.5590973,0.685115,3.1559658,-1.1453894,4.7145543,214,1978,31,0.7241612,0.5905606,3.0844436,-1.0981125,-1.4097677,4.6906028,4.6772966
3,1980,1.558,24.9199009,0.2745,100,0.4434029,3.2156668,-1.292804,4.6051702,215,1979,31,0.685115,0.7241612,3.1559658,-1.1453894,-1.0981125,4.7145543,4.6906028
3,1981,1.285,28.0984001,0.2482,99.3964996,0.2507587,3.3357127,-1.3935204,4.5991168,216,1980,31,0.4434029,0.685115,3.2156668,-1.292804,-1.1453894,4.6051702,4.7145543
3,1982,1.1109999,27.6982994,0.1758,99.2930984,0.1052605,3.3213711,-1.7384083,4.5980759,217,1981,31,0.2507587,0.4434029,3.3357127,-1.3935204,-1.292804,4.5991168,4.6051702
5,1977,1.771,21.1881008,0.1732,96.0500031,0.5715443,3.0534399,-1.7533083,4.5648689,218,1982,32, , , , , , , 
5,1978,1.788,21.0368004,0.1729,100.5999985,0.5810977,3.0462732,-1.7550418,4.6111522,219,1977,32,0.5715443, ,3.0534399,-1.7533083, ,4.5648689, 
5,1979,1.8609999,21.0111008,0.1613,102.3666992,0.621114,3.0450509,-1.8244892,4.6285615,220,1978,32,0.5810977,0.5715443,3.0462732,-1.7550418,-1.7533083,4.6111522,4.5648689
5,1980,1.864,21.0793991,0.1458,100.9167023,0.6227247,3.0482962,-1.9255195,4.6142955,221,1979,32,0.621114,0.5810977,3.0450509,-1.8244892,-1.7550418,4.6285615,4.6111522
5,1981,1.664,18.8948994,0.1178,96.4417038,0.5092244,2.9388921,-2.138767,4.5689387,222,1980,32,0.6227247,0.621114,3.0482962,-1.9255195,-1.8244892,4.6142955,4.6285615
5,1982,1.511,20.6338997,0.1035,96.4083023,0.4127717,3.0269353,-2.2681837,4.5685925,223,1981,32,0.5092244,0.6227247,2.9388921,-2.138767,-1.9255195,4.5689387,4.6142955
5,1983,1.4960001,23.1065006,0.098,104.2082977,0.4027949,3.1401141,-2.3227878,4.6463919,224,1982,32,0.4127717,0.5092244,3.0269353,-2.2681837,-2.138767,4.5685925,4.5689387
5,1976,13.3290005,24.3752995,1.887,93.5999985,2.5899422,3.1935704,0.6349882,4.5390306,225,1983,33, , , , , , , 
5,1977,13.5089998,23.4904003,1.8247,97.8000031,2.6033561,3.1565919,0.6014156,4.5829248,226,1976,33,2.5899422, ,3.1935704,0.6349882, ,4.5390306, 
5,1978,13.4519997,23.4155006,1.9656,102.5999985,2.5991278,3.1533983,0.6757975,4.6308379,227,1977,33,2.6033561,2.5899422,3.1565919,0.6014156,0.6349882,4.5829248,4.5390306
5,1979,11.7510004,22.7369995,1.8738,102.1999969,2.4639385,3.1239936,0.6279685,4.6269317,228,1978,33,2.5991278,2.6033561,3.1533983,0.6757975,0.6014156,4.6308379,4.5829248
5,1980,10.7060003,24.2665005,1.6481,100,2.3708043,3.1890969,0.4996231,4.6051702,229,1979,33,2.4639385,2.5991278,3.1239936,0.6279685,0.6757975,4.6269317,4.6308379
5,1981,8.8210001,31.6790009,1.342,93.9000015,2.1771352,3.4556541,0.2941611,4.5422306,230,1980,33,2.3708043,2.4639385,3.1890969,0.4996231,0.6279685,4.6051702,4.6269317
5,1982,6.283,25.0405998,1.0611,98.1999969,1.8378476,3.2204986,0.0593061,4.5870061,231,1981,33,2.1771352,2.3708043,3.4556541,0.2941611,0.4996231,4.5422306,4.6051702
5,1977,1.215,15.1847,0.1112,95.6999969,0.1947441,2.7202883,-2.196425,4.5612183,232,1982,34, , , , , , , 
5,1978,1.306,15.1559,0.1202,100.1999969,0.266969,2.71839,-2.1185982,4.6071682,233,1977,34,0.1947441, ,2.7202883,-2.196425, ,4.5612183, 
5,1979,1.391,16.9069996,0.1244,102.4000015,0.3300229,2.8277278,-2.0842531,4.6288867,234,1978,34,0.266969,0.1947441,2.71839,-2.1185982,-2.196425,4.6071682,4.5612183
5,1980,1.4069999,16.7455997,0.1321,101.0999985,0.3414598,2.8181355,-2.0241961,4.6161103,235,1979,34,0.3300229,0.266969,2.8277278,-2.0842531,-2.1185982,4.6288867,4.6071682
5,1981,1.156,16.7556,0.111,96.9499969,0.1449658,2.8187325,-2.198225,4.5741954,236,1980,34,0.3414598,0.3300229,2.8181355,-2.0241961,-2.0842531,4.6161103,4.6288867
5,1982,1.194,17.1849995,0.0977,96.0500031,0.177309,2.8440368,-2.3258538,4.5648689,237,1981,34,0.1449658,0.3414598,2.8187325,-2.198225,-2.0241961,4.5741954,4.6161103
5,1983,1.351,17.8621998,0.0956,103.3499985,0.300845,2.8826869,-2.3475823,4.6381211,238,1982,34,0.177309,0.1449658,2.8440368,-2.3258538,-2.198225,4.5648689,4.5741954
5,1977,5.3730001,25.7227993,1.8317,94.6500015,1.6813865,3.2473776,0.6052445,4.5501857,239,1983,35, , , , , , , 
5,1978,5.8649998,24.8794003,2.109,99,1.7690024,3.2140403,0.7462139,4.59512,240,1977,35,1.6813865, ,3.2473776,0.6052445, ,4.5501857, 
5,1979,6.066,28.1490993,2.2151999,102.5,1.8026994,3.3375154,0.7953427,4.6298628,241,1978,35,1.7690024,1.6813865,3.2140403,0.7462139,0.6052445,4.59512,4.5501857
5,1980,6.724,28.7077999,2.2333,101.6500015,1.9056832,3.3571689,0.8034803,4.6215358,242,1979,35,1.8026994,1.7690024,3.3375154,0.7953427,0.7462139,4.6298628,4.59512
5,1981,14.1350002,29.0655003,4.3327999,98.4749985,2.648654,3.3695519,1.4662139,4.5898027,243,1980,35,1.9056832,1.8026994,3.3571689,0.8034803,0.7953427,4.6215358,4.6298628
5,1982,12.6619997,30.8472996,4.4295001,94.9749985,2.5386055,3.4290493,1.4882867,4.5536137,244,1981,35,2.648654,1.9056832,3.3695519,1.4662139,0.8034803,4.5898027,4.6215358
5,1983,12.2010002,32.2957993,4.5581999,100.7750015,2.501518,3.4749372,1.5169278,4.6128902,245,1982,35,2.5386055,2.648654,3.4290493,1.4882867,1.4662139,4.5536137,4.5898027
5,1976,0.471,24.0030994,0.1125,93.5999985,-0.7528972,3.1781831,-2.1848021,4.5390306,246,1983,36, , , , , , , 
5,1977,0.478,23.1215992,0.1313,97.8000031,-0.7381446,3.1407671,-2.0302706,4.5829248,247,1976,36,-0.7528972, ,3.1781831,-2.1848021, ,4.5390306, 
5,1978,0.442,23.6966991,0.1466,102.5999985,-0.8164454,3.1653357,-1.9200475,4.6308379,248,1977,36,-0.7381446,-0.7528972,3.1407671,-2.0302706,-2.1848021,4.5829248,4.5390306
5,1979,0.451,23.3782997,0.174,102.1999969,-0.796288,3.1518083,-1.7487,4.6269317,249,1978,36,-0.8164454,-0.7381446,3.1653357,-1.9200475,-2.0302706,4.6308379,4.5829248
5,1980,0.411,23.3950996,0.1927,100,-0.889162,3.1525266,-1.6466208,4.6051702,250,1979,36,-0.796288,-0.8164454,3.1518083,-1.7487,-1.9200475,4.6269317,4.6308379
5,1981,0.386,23.8803005,0.1712,93.9000015,-0.9519179,3.173054,-1.7649227,4.5422306,251,1980,36,-0.889162,-0.796288,3.1525266,-1.6466208,-1.7487,4.6051702,4.6269317
5,1982,0.36,22.9678001,0.1538,98.1999969,-1.0216511,3.1340933,-1.8721023,4.5870061,252,1981,36,-0.9519179,-0.889162,3.173054,-1.7649227,-1.6466208,4.5422306,4.6051702
4,1977,14.3999996,32.2196999,1.6371,116.2249985,2.6672282,3.472578,0.4929264,4.755528,253,1982,37, , , , , , , 
4,1978,14.7189999,31.0016003,1.5893,114.9749985,2.6891391,3.4340389,0.4632937,4.7447147,254,1977,37,2.6672282, ,3.472578,0.4929264, ,4.755528, 
4,1979,14.4370003,32.0145988,1.748,111.8249969,2.6697943,3.466192,0.5584723,4.7169352,255,1978,37,2.6891391,2.6672282,3.4340389,0.4632937,0.4929264,4.7447147,4.755528
4,1980,13.4359999,29.8911991,1.7775,106.6750031,2.5979376,3.3975642,0.5752079,4.6697869,256,1979,37,2.6697943,2.6891391,3.466192,0.5584723,0.4632937,4.7169352,4.7447147
4,1981,11.6969995,30.1672001,2.1308,97.3000031,2.4593325,3.4067552,0.7564975,4.5777988,257,1980,37,2.5979376,2.6697943,3.3975642,0.5752079,0.5584723,4.6697869,4.7169352
4,1982,10.04,32.0463982,2.2534001,89.5250015,2.3065772,3.4671848,0.8124402,4.4945178,258,1981,37,2.4593325,2.5979376,3.4067552,0.7564975,0.5752079,4.5777988,4.6697869
4,1983,9.0869999,36.2481003,2.1303999,89.5999985,2.2068448,3.5903869,0.7563097,4.4953551,259,1982,37,2.3065772,2.4593325,3.4671848,0.8124402,0.7564975,4.4945178,4.5777988
6,1976,7.4580002,26.4115009,2.0862,106.1746979,2.0092874,3.2737997,0.7353442,4.6650858,260,1983,38, , , , , , , 
6,1977,7.8800001,22.8421001,2.0624001,108.9674988,2.064328,3.1286054,0.7238704,4.6910496,261,1976,38,2.0092874, ,3.2737997,0.7353442, ,4.6650858, 
6,1978,8.2550001,22.4106007,2.2518001,107.8623962,2.1108191,3.109534,0.8117299,4.6808562,262,1977,38,2.064328,2.0092874,3.1286054,0.7238704,0.7353442,4.6910496,4.6650858
6,1979,8.1619997,25.4636993,2.3903999,104.566803,2.0994892,3.2372539,0.8714607,4.649826,263,1978,38,2.1108191,2.064328,3.109534,0.8117299,0.7238704,4.6808562,4.6910496
6,1980,7.4520001,27.4088993,2.0258999,100,2.0084825,3.3108678,0.706014,4.6051702,264,1979,38,2.0994892,2.1108191,3.2372539,0.8714607,0.8117299,4.649826,4.6808562
6,1981,5.9330001,27.7595997,1.39,92.7429962,1.78053,3.3235817,0.3293037,4.5298324,265,1980,38,2.0084825,2.0994892,3.3108678,0.706014,0.8714607,4.6051702,4.649826
6,1982,5.0380001,27.7856998,1.3926001,90.0385971,1.6170092,3.3245215,0.3311726,4.5002384,266,1981,38,1.78053,2.0084825,3.3235817,0.3293037,0.706014,4.5298324,4.6051702
4,1977,1.484,31.7101994,0.2337,116.2249985,0.3947411,3.4566383,-1.453717,4.755528,267,1982,39, , , , , , , 
4,1978,1.551,26.5751991,0.2939,114.9749985,0.4388999,3.2799785,-1.2245157,4.7447147,268,1977,39,0.3947411, ,3.4566383,-1.453717, ,4.755528, 
4,1979,1.556,25.7082005,0.3448,111.8249969,0.4421184,3.24681,-1.0647907,4.7169352,269,1978,39,0.4388999,0.3947411,3.2799785,-1.2245157,-1.453717,4.7447147,4.755528
4,1980,1.625,27.4095001,0.3461,106.6750031,0.4855078,3.3108897,-1.0610275,4.6697869,270,1979,39,0.4421184,0.4388999,3.24681,-1.0647907,-1.2245157,4.7169352,4.7447147
4,1981,1.4069999,27.8052006,0.2998,97.3000031,0.3414598,3.325223,-1.2046397,4.5777988,271,1980,39,0.4855078,0.4421184,3.3108897,-1.0610275,-1.0647907,4.6697869,4.7169352
4,1982,0.814,27.4953003,0.2066,89.5250015,-0.2057949,3.3140152,-1.5769707,4.4945178,272,1981,39,0.3414598,0.4855078,3.325223,-1.2046397,-1.0610275,4.5777988,4.6697869
4,1983,0.699,29.1182995,0.1742,89.5999985,-0.3581045,3.3713667,-1.7475512,4.4953551,273,1982,39,-0.2057949,0.3414598,3.3140152,-1.5769707,-1.2046397,4.4945178,4.5777988
6,1976,13.1630001,26.1228008,1.6686,106.555603,2.57741,3.2628086,0.5119849,4.6686668,274,1983,40, , , , , , , 
6,1977,12.8940001,23.8500996,1.6615,108.2693024,2.556762,3.1717885,0.5077208,4.6846218,275,1976,40,2.57741, ,3.2628086,0.5119849, ,4.6686668, 
6,1978,12.1689997,23.3761997,1.6321,108.1387024,2.4988916,3.1517184,0.4898675,4.6834145,276,1977,40,2.556762,2.57741,3.1717885,0.5077208,0.5119849,4.6846218,4.6686668
6,1979,12.3800001,24.3960991,1.6012,105.3907013,2.5160823,3.1944232,0.4707533,4.6576743,277,1978,40,2.4988916,2.556762,3.1517184,0.4898675,0.5077208,4.6834145,4.6846218
6,1980,12.6619997,27.2357998,1.9253,101.1417007,2.5386055,3.3045323,0.6550818,4.6165223,278,1979,40,2.5160823,2.4988916,3.1944232,0.4707533,0.4898675,4.6576743,4.6834145
6,1981,12.7360001,28.7735996,1.8217,94.5572968,2.5444326,3.3594582,0.5997701,4.5492058,279,1980,40,2.5386055,2.5160823,3.3045323,0.6550818,0.4707533,4.6165223,4.6576743
6,1982,12.1949997,28.9251003,1.6871001,90.7146988,2.5010259,3.3647099,0.5230111,4.5077195,280,1981,40,2.5444326,2.5386055,3.3594582,0.5997701,0.6550818,4.5492058,4.6165223
4,1977,12.4289999,28.0720997,1.39,116.2249985,2.5200324,3.3347762,0.3293037,4.755528,281,1982,41, , , , , , , 
4,1978,14.2340002,25.7457008,1.5624,114.9749985,2.6556334,3.2482677,0.4462231,4.7447147,282,1977,41,2.5200324, ,3.3347762,0.3293037, ,4.755528, 
4,1979,14.7370005,25.4566002,1.9237,111.8249969,2.6903613,3.236975,0.6542504,4.7169352,283,1978,41,2.6556334,2.5200324,3.2482677,0.4462231,0.3293037,4.7447147,4.755528
4,1980,14.8290005,26.2250004,2.2251,106.6750031,2.6965847,3.2667131,0.7998019,4.6697869,284,1979,41,2.6903613,2.6556334,3.236975,0.6542504,0.4462231,4.7169352,4.7447147
4,1981,14.9110003,26.9354992,2.2781999,97.3000031,2.7020993,3.2934451,0.8233856,4.5777988,285,1980,41,2.6965847,2.6903613,3.2667131,0.7998019,0.6542504,4.6697869,4.7169352
4,1982,13.8240004,27.9655991,2.2105999,89.5250015,2.6264062,3.3309751,0.7932639,4.4945178,286,1981,41,2.7020993,2.6965847,3.2934451,0.8233856,0.7998019,4.5777988,4.6697869
4,1983,13.1260004,29.7914009,2.1630001,89.5999985,2.574595,3.3942199,0.7714962,4.4953551,287,1982,41,2.6264062,2.7020993,3.3309751,0.7932639,0.8233856,4.4945178,4.5777988
6,1976,1.228,24.0060005,0.2832,106.1746979,0.2053869,3.1783037,-1.2616019,4.6650858,288,1983,42, , , , , , , 
6,1977,1.8049999,23.3602009,0.2926,108.9674988,0.5905606,3.1510336,-1.2289487,4.6910496,289,1976,42,0.2053869, ,3.1783037,-1.2616019, ,4.6650858, 
6,1978,1.723,21.2241993,0.3002,107.8623962,0.544067,3.0551419,-1.2033064,4.6808562,290,1977,42,0.5905606,0.2053869,3.1510336,-1.2289487,-1.2616019,4.6910496,4.6650858
6,1979,1.779,22.4841995,0.3269,104.566803,0.5760514,3.1128128,-1.118101,4.649826,291,1978,42,0.544067,0.5905606,3.0551419,-1.2033064,-1.2289487,4.6808562,4.6910496
6,1980,1.314,24.0149994,0.2698,100,0.2730759,3.1786785,-1.3100743,4.6051702,292,1979,42,0.5760514,0.544067,3.1128128,-1.118101,-1.2033064,4.649826,4.6808562
6,1981,0.699,22.7355995,0.1839,92.7429962,-0.3581045,3.1239319,-1.6933632,4.5298324,293,1980,42,0.2730759,0.5760514,3.1786785,-1.3100743,-1.118101,4.6051702,4.649826
6,1982,0.606,24.7679005,0.1295,90.0385971,-0.5008753,3.2095485,-2.0440743,4.5002384,294,1981,42,-0.3581045,0.2730759,3.1239319,-1.6933632,-1.3100743,4.5298324,4.6051702
1,1977,12.0719995,18.7269993,2.3629,127.1640015,2.4908886,2.9299662,0.8598897,4.8454776,295,1982,43, , , , , , , 
